lat,lon,rate
-27.520623074066442,-51.36937290973496,1500.0
-27.520153810171088,-51.374541247527034,1500.0
-27.52054668226952,-51.370480415675935,1583.421248
-27.52054668226952,-51.37041888792395,1629.766386
-27.52048120358645,-51.37023430470462,1703.918607
-27.520415724903376,-51.36961902722135,1685.380552
-27.52054668226952,-51.3695574993961,1648.304442
-27.52054668226952,-51.369495971644106,1629.766386
-27.520568508497213,-51.36943444387991,1583.421248
-27.520568508497213,-51.369372916127915,1537.07611
-27.52012107082955,-51.374602779064716,1500.0
-27.520470290472606,-51.37035736608864,1685.380552
-27.520448464244915,-51.3696805611648,1703.918607
-27.520513942927984,-51.369434450242316,1601.959304
-27.520513942927984,-51.36937292252086,1546.345138
-27.520066505260324,-51.37466431055354,1500.0
-27.520437551131067,-51.37060348274459,1500.0
-27.52041572490338,-51.37054195506587,1537.07611
-27.520437551131067,-51.370480427362736,1601.959304
-27.52045937735876,-51.37041889965959,1648.304442
-27.52039389867569,-51.369557512023206,1685.380552
-27.520350246220307,-51.3694959843567,1648.304442
-27.520328419992616,-51.36943445667798,1629.766386
-27.52045937735876,-51.36937292891379,1583.421248
-27.52045937735876,-51.369311401222866,1537.07611
-27.52033933310646,-51.370418905570126,1629.766386
-27.520295680651078,-51.36937293536776,1601.959304
-27.520382985561838,-51.36931140765851,1546.345138
-27.52040481178953,-51.3692498799859,1500.0
-27.52000102657725,-51.374725845693696,1500.0
-27.52030659376492,-51.370480439061666,1583.421248
-27.52030659376492,-51.37035738380193,1648.304442
-27.520328419992616,-51.36924988645205,1537.07611
-27.519553588909588,-51.37478737724963,1500.0
-27.520295680651078,-51.37054197247993,1500.0
-27.520252028195692,-51.37023433450766,1685.380552
-27.520230201968,-51.369680586125796,1685.380552
-27.520230201968,-51.36931142052974,1583.421248
-27.51949902334036,-51.37484890852471,1500.0
-27.52019746262647,-51.37017281290427,1685.380552
-27.52017563639878,-51.36974211993481,1685.380552
-27.52017563639878,-51.36955753722839,1648.304442
-27.52024111508185,-51.369249899347686,1546.345138
-27.52005559214648,-51.371218787099885,1500.0
-27.520186549512623,-51.37048045656722,1546.345138
-27.520186549512623,-51.370418929028936,1601.959304
-27.520164723284932,-51.37035740150286,1629.766386
-27.520164723284932,-51.37029587396459,1648.304442
-27.52014289705724,-51.37008668038327,1685.380552
-27.520186549512623,-51.36993901425476,1703.918607
-27.52014289705724,-51.369803653670544,1685.380552
-27.51932441351883,-51.37491044342054,1500.0
-27.519913721666484,-51.37441822302882,1500.0
-27.52004467903263,-51.371157265044644,1500.0
-27.520131983943394,-51.37041893490276,1583.421248
-27.520110157715703,-51.370234352391705,1648.304442
-27.520110157715703,-51.36993902040333,1685.380552
-27.52008833148801,-51.3696190773264,1648.304442
-27.520110157715703,-51.36949602229868,1629.766386
-27.519291674177293,-51.37497197453073,1500.0
-27.519575415137275,-51.37350762100019,1500.0
-27.520077418374164,-51.37035741329934,1601.959304
-27.520077418374164,-51.37029588582211,1629.766386
-27.520055592146473,-51.37017283087988,1648.304442
-27.520055592146473,-51.36968061106209,1648.304442
-27.520077418374164,-51.36943450114097,1601.959304
-27.519564502023428,-51.373692207608244,1500.0
-27.520022852804935,-51.37023436431027,1629.766386
-27.520022852804935,-51.36996364361808,1648.304442
-27.520001026577244,-51.36955756240884,1629.766386
-27.519226195494223,-51.37503350915174,1500.0
-27.519793677414185,-51.374356707256425,1500.0
-27.519553588909588,-51.373839877339186,1500.0
-27.519968287235713,-51.36992673325585,1648.304442
-27.519968287235713,-51.369656012575874,1629.766386
-27.519193456152685,-51.37509504010925,1500.0
-27.519739111844956,-51.37429518379069,1500.0
-27.519564502023435,-51.37399985285251,1500.0
-27.519629980706508,-51.372633944439556,1500.0
-27.51991372166649,-51.3698652119882,1629.766386
-27.519891895438796,-51.369619102396804,1601.959304
-27.519204369266532,-51.37515657098127,1500.0
-27.519619067592657,-51.37418443883163,1500.0
-27.519597241364966,-51.372572421846925,1500.0
-27.519859156097255,-51.369926745430746,1601.959304
-27.519859156097255,-51.36986521807563,1629.766386
-27.519837329869564,-51.36977907981511,1601.959304
-27.519859156097255,-51.36968063601031,1601.959304
-27.51954267579574,-51.37251089932757,1500.0
-27.519804590528032,-51.369865224224114,1601.959304
-27.519804590528032,-51.36965603133276,1583.421248
-27.519226195494223,-51.37521810524807,1500.0
-27.519509936454206,-51.37244937685705,1500.0
-27.519750024958803,-51.36979139765636,1583.421248
-27.51923710860807,-51.37527963596742,1500.0
-27.519695459389578,-51.369779098364305,1546.345138
-27.519248021721914,-51.37534116662571,1500.0
-27.519444457771137,-51.37238785933209,1500.0
-27.519389892201907,-51.37232633702638,1500.0
-27.519182543038845,-51.375402700635995,1500.0
-27.51935715286037,-51.372264814769494,1500.0
-27.519149803697303,-51.37546423116603,1500.0
-27.51932441351883,-51.37220329257366,1500.0
-27.51931350040499,-51.37214177042663,1500.0
-27.519106151241925,-51.37552576495034,1500.0
-27.519073411900386,-51.375587295327705,1500.0
-27.51924802172191,-51.37208025338998,1500.0
-27.51904067255885,-51.37564882564401,1500.0
-27.518986106989622,-51.37571035591147,1500.0
-27.51918254303884,-51.37414757031123,1500.0
-27.519117064355772,-51.37201873651202,1500.0
-27.518866062737324,-51.37472592786436,1500.0
-27.519062498786546,-51.37193260391133,1500.0
-27.51889880207886,-51.37577188932325,1500.0
-27.51883332339579,-51.37466440466102,1500.0
-27.51909523812808,-51.37411066216506,1500.0
-27.518964280761928,-51.372695542900885,1500.0
-27.519007933217313,-51.37176033375837,1500.0
-27.518822410281945,-51.375833419450224,1500.0
-27.518953367648088,-51.372609410025426,1500.0
-27.518887888965015,-51.37156345284652,1500.0
-27.51874601848503,-51.375894949516166,1500.0
-27.51876784471272,-51.3746028853041,1500.0
-27.518986106989626,-51.37396300578096,1500.0
-27.51877875782656,-51.37146502042233,1500.0
-27.51863688734657,-51.375956482634805,1500.0
-27.518724192257338,-51.37454136605705,1500.0
-27.518876975851175,-51.37380304430432,1500.0
-27.51858232177734,-51.37601801253586,1500.0
-27.518713279143487,-51.37447984308566,1500.0
-27.518822410281945,-51.37365538425077,1500.0
-27.518822410281945,-51.371723443525546,1500.0
-27.518691452915796,-51.37140350434398,1500.0
-27.518484103752733,-51.376079542400284,1500.0
-27.518767844712716,-51.3726340445467,1500.0
-27.518767844712716,-51.371686532692834,1500.0
-27.51863688734657,-51.371341982984404,1500.0
-27.51871327914349,-51.37164962189674,1500.0
-27.518560495549657,-51.37128046169808,1500.0
-27.51844045129735,-51.37614107517695,1500.0
-27.51852775620812,-51.37121894044835,1500.0
-27.518407711955813,-51.376202604852075,1500.0
-27.518604148005032,-51.37152657911645,1500.0
-27.51849501686658,-51.37115741925969,1500.0
-27.51839679884197,-51.376264134453926,1500.0
-27.518462277525042,-51.371095898132054,1500.0
-27.518364059500435,-51.37632566400693,1500.0
-27.5184513644112,-51.371009766453106,1500.0
-27.51841862506966,-51.370886718886155,1500.0
-27.518320407045053,-51.376387196386666,1500.0
-27.51838588572813,-51.37078828204144,1500.0
-27.51828766770352,-51.37644872578701,1500.0
-27.5183313201589,-51.3710343937329,1500.0
-27.5183313201589,-51.37094825664464,1537.07611
-27.5183313201589,-51.37084981423188,1518.538055
-27.5183313201589,-51.37076367714362,1546.345138
-27.51827675458967,-51.37651025511408,1500.0
-27.51827675458967,-51.37121897871033,1537.07611
-27.51827675458967,-51.37113284166479,1564.883193
-27.51827675458967,-51.37096056757375,1583.421248
-27.51827675458967,-51.370763682845926,1620.497359
-27.518222189020445,-51.37651025796523,1518.538055
-27.518222189020445,-51.37115745774744,1620.497359
-27.518222189020445,-51.37094826792713,1648.304442
-27.518167623451223,-51.37654717667383,1583.421248
-27.518167623451223,-51.37644873440761,1546.345138
-27.518167623451223,-51.376387207998846,1518.538055
-27.518167623451223,-51.371095936845585,1685.380552
-27.518167623451223,-51.370911357680356,1703.918607
-27.518113057881994,-51.37660870588487,1648.304442
-27.518113057881994,-51.376485653128405,1620.497359
-27.518113057881994,-51.37638721091103,1583.421248
-27.518113057881994,-51.3763256845328,1546.345138
-27.518113057881994,-51.37626415815456,1537.07611
-27.518113057881994,-51.370948279148514,1731.72569
-27.518036666085074,-51.376694845573944,1713.187635
-27.518058492312765,-51.376584098160286,1685.380552
-27.518058492312765,-51.37642412964404,1648.304442
-27.518058492312765,-51.3763256874755,1620.497359
-27.518058492312765,-51.37626416112779,1583.421248
-27.518058492312765,-51.376202634780086,1546.345138
-27.518058492312765,-51.37614110843238,1537.07611
-27.518058492312765,-51.370960589992094,1796.608883
-27.518058492312765,-51.37076370565501,1787.339856
-27.518058492312765,-51.370665263486465,1768.8018
-27.518003926743535,-51.3765594904601,1713.187635
-27.518003926743535,-51.37636260622071,1685.380552
-27.518003926743535,-51.37626416410101,1648.304442
-27.518003926743535,-51.376202637783834,1620.497359
-27.518003926743535,-51.376141111466644,1583.421248
-27.518003926743535,-51.37080062715976,1815.146939
-27.518003926743535,-51.37064065872288,1787.339856
-27.51792753494662,-51.3766579354187,1750.263745
-27.51794936117431,-51.376399524929276,1713.187635
-27.51794936117431,-51.37626416707421,1685.380552
-27.51794936117431,-51.37617803028512,1648.304442
-27.51794936117431,-51.376079588214246,1583.421248
-27.51794936117431,-51.37067758027034,1815.146939
-27.51789479560508,-51.376817906352585,1750.263745
-27.51789479560508,-51.376399527835325,1750.263745
-27.51789479560508,-51.37623955955718,1713.187635
-27.51789479560508,-51.376141117535155,1685.380552
-27.51789479560508,-51.37607959127904,1648.304442
-27.51789479560508,-51.370640670249394,1852.223049
-27.51789479560508,-51.37054222822737,1815.146939
-27.517469184165112,-51.37670716359098,1768.8018
-27.51784023003585,-51.37631339403772,1750.263745
-27.51784023003585,-51.376141120569415,1713.187635
-27.51784023003585,-51.3760795943438,1685.380552
-27.51784023003585,-51.3760180681182,1648.304442
-27.51784023003585,-51.37055453930899,1852.223049
-27.517414618595886,-51.37636261833327,1768.8018
-27.51778566446663,-51.37621495506215,1750.263745
-27.51778566446663,-51.376079597408555,1713.187635
-27.51778566446663,-51.37599346074766,1685.380552
-27.517742012011247,-51.370751429085715,1889.299159
-27.51778566446663,-51.370493018919866,1852.223049
-27.517425531709726,-51.376940966948,1768.8018
-27.517403705482035,-51.376239568879654,1768.8018
-27.5177310988974,-51.376116516184254,1750.263745
-27.5177310988974,-51.37601807430876,1713.187635
-27.5177310988974,-51.3759565481442,1685.380552
-27.51770927266971,-51.371194423044436,1889.299159
-27.517665620214323,-51.37051763528319,1889.299159
